place_name,latitude,longitude,address,phone_number,review_count,ratings
Smiley Life Pharmacy,23.7728824,90.4278961,"Smiley Life Pharmacy, House no# 34,Road no# 12 ,DIT project, Dhaka 1212",01406-026852,2,5.0
Happy Life Homeo Pharmacy,23.8050896,90.4260691,"Happy Life Homeo Pharmacy, Dhaka 1212",01705-067173,6,5.0
Happy Life Homeo Pharmacy,23.8122614,90.4303695,"Happy Life Homeo Pharmacy, Dhaka 1212",01705-067173,6,5.0
Ethan Medicine Corner,23.7972919,90.4312174,"Ethan Medicine Corner, House# 30/A, Road# 03, Block#A, Baridhara, 1212",01718-252824,3,4.7
Ousodh.com,23.7815788,90.4050579,"Ousodh.com, Gp Ja-171, Wireless Gate, Dhaka 1213",01611-006100,34,4.9
Ousodh.com,23.7805151,90.4216107,"Ousodh.com, Gp Ja-171, Wireless Gate, Dhaka 1213",01611-006100,34,4.9
Praava Health Model Pharmacy,23.7933598,90.4023825,"Praava Health Model Pharmacy, Plot 9 Rd No 17, Dhaka 1212",01847-278019,18,4.6
Tamanna Pharmacy - Gulshan - 1,23.7808375,90.4167288,"Tamanna Pharmacy - Gulshan - 1, Gulshan Ave, Dhaka 1212",01818-429178,137,4.2
DeshiMed Online Pharmacy Bangladesh,23.7777623,90.4152695,"DeshiMed Online Pharmacy Bangladesh, House 14/C, Road-2, Banani, Dhaka 3, 1212",01979-944567,7,5.0
OsudPotro.com Ltd.,23.7807485,90.4006388,"15th floor, OsudPotro.com Ltd., Ambon Complex, 99 Bir Uttam AK Khandakar Rd, Dhaka 1212",09610-001122,58,4.7
Xpress Pharma,23.8068799,90.4173762,"House 13/A, Xpress Pharma, Road No. 12, Dhaka 1212",09614-977377,1,3.0
Ousodh.com,23.7815788,90.4050579,"Ousodh.com, Gp Ja-171, Wireless Gate, Dhaka 1213",01611-006100,34,4.9
Pharmacy Plus,23.7900392,90.4110523,"Pharmacy Plus, House No 76/B, Ground Floor, Rd No. 11, Dhaka 1212",01951-519466,22,4.1
Smiley Life Pharmacy,23.7728824,90.4278961,"Smiley Life Pharmacy, House no# 34,Road no# 12 ,DIT project, Dhaka 1212",01406-026852,2,5.0
Top one Pharmacy,23.7736102,90.4259279,"QCFG+C9V Top one Pharmacy, Dhaka 1212",01893-082211,10,4.4
Shifat Pharmacy,22.9699818,88.7842282,"RC79+R75 Shifat Pharmacy, Joar Sahara, Vatara, Dhaka 1229",01703-347217,3,3.7
Shifat Pharmacy,22.584733,88.4507223,"RC79+R75 Shifat Pharmacy, Joar Sahara, Vatara, Dhaka 1229",01703-347217,3,3.7
Shifat Pharmacy,22.5179399,88.354737,"RC79+R75 Shifat Pharmacy, Joar Sahara, Vatara, Dhaka 1229",01703-347217,3,3.7
M.K. Electronics | Gulshan 2 Showroom,23.7951908,90.4147073,"M.K. Electronics | Gulshan 2 Showroom, Hamid Tower, 24 Gulshan C/A, Dhaka 1212",09613-333111,196,4.0
JR Electronics BD,23.7743313,90.4267092,"JR Electronics BD, House no: 88, Road no. 8, 10 DIT Project, Dhaka 1212",01839-562859,4,3.0
Newton Electronics Badda,23.7807819,90.4254836,"95, Newton Electronics Badda, 5 Bir Uttam Rafiqul Islam Ave, Dhaka 1212",01844-004583,2,5.0
Habib Electronics | Electronics Store in Gulshan,23.7952339,90.4150045,"Shop no-22, Habib Electronics | Electronics Store in Gulshan, Alam Arcade 43, 1212 Madani Ave, Dhaka 1212",01998-335108,4,4.5
M.K. Electronics | Badda Showroom,23.7805381,90.4235791,"M.K. Electronics | Badda Showroom, Ta- 99 Homestead Gulshan Link Tower, Gulshan Badda Link Rd, Dhaka 1212",09613-333111,56,4.0
M.K. Electronics | Badda Showroom,23.776829,90.4290883,"M.K. Electronics | Badda Showroom, Ta- 99 Homestead Gulshan Link Tower, Gulshan Badda Link Rd, Dhaka 1212",09613-333111,56,4.0
Ridoy Electronics Plus,23.7871463,90.4305468,"233, Ridoy Electronics Plus, Uttar Badda, Satarakul Road, Dhaka 1212",01920-824300,2,5.0
Ridoy Electronics Plus,23.7664083,90.4150898,"233, Ridoy Electronics Plus, Uttar Badda, Satarakul Road, Dhaka 1212",01920-824300,2,5.0
M.K. Electronics | Jamuna Future Park Showroom,23.8140403,90.4234825,"M.K. Electronics | Jamuna Future Park Showroom, Jamuna Future Park Shop# 006, Block A, Lower Ground Floor (Lift -1 Pragati Sarani Dhaka, 1229",09613-333111,29,3.9
Amazon Good Product Sells,23.7797247,90.4150628,"RC66+4XQ Amazon Good Product Sells, Dhaka 7722",09613-333111,29,3.9
Welcome Electronics,23.7939649,90.3875877,"Welcome Electronics, 87 Ibrahimpur Bazar Rd, Dhaka 1206",01716-985209,5,4.0
Sayed Electric & Electronics,23.7729759,90.4056965,"111/8/2, Sayed Electric & Electronics, Mohakhali Dokkhin Para, Niketan Bazar, Gulshan, Dhaka 1212",01727-675575,1,5.0
Sky Enterprise (Uber Retailer Point-Gulshan),23.7799233,90.4164209,"Sky Enterprise (Uber Retailer Point-Gulshan), Gulshan Shopping Center, B-75 (INSIDE, Dhaka 1212",01701-014908,6,5.0
RANGS eMART GULSHAN-2,23.7646548,90.4288993,"RANGS eMART GULSHAN-2, Baro Bhuiyan Tower, 3/A Rd 49, Dhaka 1212",01787-672154,60,4.6
Vision Emporium - Uttar Badda,23.7881521,90.4254722,"Cha-89, Vision Emporium - Uttar Badda, progoti saroni, North, 3 A Bir Uttam Rafiqul Islam Ave, Dhaka 1212",01844-608444,23,4.6
Ifra Electronics & Sports,23.7921499,90.3882709,"Ifra Electronics & Sports, Rajanigandha Super Market, Paka- 97/B, Dhaka Cantonment, Dhaka 1206",01674-119788,2,5.0
Ashley Furniture Home Store (Gulshan),23.7894227,90.4160887,"Ashley Furniture Home Store (Gulshan), House -108 First Floor, Gulshan Ave, Dhaka 1212",01313-012571,104,4.4
Athena's Furniture & Home Décor,23.7821565,90.4160047,"Athena's Furniture & Home Décor, House # 77 Rd 24, Dhaka 1212",01972-843627,91,4.1
Fully Furnished Limited,23.8026582,90.4229304,"Fully Furnished Limited, Plot 54 Pragati Sarani, Dhaka 1212",01709-654188,81,4.4
Fully Furnished Limited,23.7494361,90.4033869,"Fully Furnished Limited, Plot 54 Pragati Sarani, Dhaka 1212",01709-654188,81,4.4
Farazy Furniture & Interior,23.7871776,90.4410675,"Farazy Furniture & Interior, East Padardia, Satarkul Rd, Dhaka 2941",01627-331904,49,5.0
Everest Home Furniture & Door Center,23.7870907,90.431796,"262, 146, Everest Home Furniture & Door Center, North Badda, Dadar Bazar, Satarkul Road, Badda, Dhaka 1212",01781-229977,5,4.2
Home pro,23.7972384,90.4069119,"Block # J, Home pro, Plot # 15 Rd No 27, Dhaka 1213",01811-225511,2,5.0
Home pro,23.7876621,90.4426086,"Block # J, Home pro, Plot # 15 Rd No 27, Dhaka 1213",01811-225511,2,5.0
LABIBA FURNITURE,23.7986672,90.4239034,"LABIBA FURNITURE, Natun Bazar Foot Over Bridge, Dhaka 1212",01877-990005,5,5.0
Sofa King Furniture,23.7829852,90.4307681,"Sofa King Furniture, House 3, Road 5 Bagan Bari, Dhaka",01712-388169,1,4.0
Zara Wood Furniture,23.7820944,90.4231953,"Zara Wood Furniture, Lane-03, House-09, Shadinota Sharoni road, Dhaka 1212",01304-040707,3,5.0
MAAK FURNITURE ( GULSHAN BRANCH),23.7830828,90.4166543,"MAAK FURNITURE ( GULSHAN BRANCH), bti LANDMARK, 16 Gulshan Ave, Dhaka 1212",01970-782898,12,2.3
Habib Furniture,23.7891658,90.4386918,"Block B, Habib Furniture, House 87, 89 Rd Number 4, Dhaka 1208",01970-782898,12,2.3
Metro Furniture,23.7820135,90.423122,"Metro Furniture, SHOWROOM ADDRESS : 53, Madani Avenue, 100 feet saeed Nagar, Auto Stand, Dhaka 1212",01970-782898,12,2.3
Metro Furniture,23.789767,90.4247434,"Metro Furniture, SHOWROOM ADDRESS : 53, Madani Avenue, 100 feet saeed Nagar, Auto Stand, Dhaka 1212",01970-782898,12,2.3
Metro Furniture,23.8001725,90.423285,"Metro Furniture, SHOWROOM ADDRESS : 53, Madani Avenue, 100 feet saeed Nagar, Auto Stand, Dhaka 1212",01970-782898,12,2.3
Prime king furniture,23.7883977,90.4322846,"Prime king furniture, Uttar badda satarkul road, 1212 Abdullahbag Rd, Dhaka 1212",01408-726732,13,3.7
Exclusive Home Tex (Showroom / Gulshan-2),23.7938615,90.4154339,"Exclusive Home Tex (Showroom / Gulshan-2), DCC, Gulshan DCC and Super Market, Dhaka 1212",01716-546887,24,4.1
SARA HOME TEX,23.8184549,90.4218335,"RC9C+9PP SARA HOME TEX, Dhaka",01979-656077,1,5.0
Home Decoration And Tailoring,23.8070759,90.4163898,"Home Decoration And Tailoring, Ka-1/1, Road-13, North Baridhara, Kalachandpur, Gulshan-2, Dhaka 1212",01711-229495,1,5.0
Revolution Of Attire,23.7599549,90.4342782,"House 44, Revolution Of Attire, Rd 01, Dhaka 1216",01711-229495,1,5.0
Key Clothing Official,23.7925413,90.4242427,"Key Clothing Official, Confidence Shopping Mall., Dhaka 1212",01613-932095,2,5.0
Exclusive Home Tex (Showroom / Gulshan-2),23.7462116,90.4110905,"Exclusive Home Tex (Showroom / Gulshan-2), DCC, Gulshan DCC and Super Market, Dhaka 1212",01716-546887,24,4.1
Exclusive Home Tex (Showroom / Gulshan-2),23.7565547,90.4118186,"Exclusive Home Tex (Showroom / Gulshan-2), DCC, Gulshan DCC and Super Market, Dhaka 1212",01716-546887,24,4.1
Coats & Collars,23.7963742,90.4060215,"Coats & Collars, House: 36 Road: 18, Dhaka 1213",01601-188401,1,5.0
Arizalife,23.7893327,90.4041406,"Arizalife, House 35, Road 7, block G Banani Model Town, Dhaka Division, Dhaka 1213",01958-070013,4,4.8
Deja Trends,23.7849542,90.4005774,"Deja Trends, House 7, Road 2/1, Dhaka 1213",01841-586584,2,5.0
SCICCOSO,23.7902388,90.4103136,"SCICCOSO, House 76A, Road 11, Block M Banani, Dhaka 1213",01966-662616,50,4.3
HNG Showcase(H.N.Garments),23.7707057,90.4115305,"HNG Showcase(H.N.Garments), HNG Showcase, 204/A Bir Uttam Mir Shawkat Sarak, Dhaka 1208",01913-908187,30,4.3
Saima Fashion,23.7907124,90.4059578,"House no, Saima Fashion, 70 Road No. 11, Dhaka 1212",02-8819462,41,3.9
CLICKSHEBA.XYZ,23.8018032,90.4311491,"CLICKSHEBA.XYZ, Dhaka 1229",01316-621056,8,4.8
Sheba.xyz,23.7788325,90.3935609,"House 454, Road No: 31, Sheba.xyz, Dhaka 1212",09678-016516,501,4.1
BD Servis.com,23.812138,90.421015,"BD Servis.com, 01911861426 Room no 206, Ka-21/2, South Kuril, Vatara ( Opposite side Of Jamuna Future Park, Dhaka 1229",01976-612353,26,4.0
Subidha.app,23.7936571,90.4051149,"Subidha.app, Level 4, Awal Centre, Kamal Ataturk Ave, Dhaka 1213",09613-828204,5,4.2
Diamond shine cleaning service.,23.793175,90.4071831,"Diamond shine cleaning service., 49 Rd No 17, Dhaka 1213",01712-762893,56,4.8
City Home cleaning service,23.7895522,90.406586,"City Home cleaning service, Banani road 10a block h house 10Bangladesh",01941-878813,25,5.0
Thanks Cleaning Services,23.8022899,90.4282302,"Thanks Cleaning Services, Dhaka 1212",01902-979412,106,4.6
All Cleaning & pest control,23.7919562,90.4062245,"All Cleaning & pest control, Dhaka Banani, 1213",01934-464051,46,4.6
Dhaka Cleaner,23.7938656,90.403838,"Dhaka Cleaner, 17 Kemal Ataturk Ave, Dhaka 1213",01886-611550,39,4.1
super clean bd,23.7879599,90.4092072,"super clean bd, House 295, Road No. 5, Dhaka 1213",01921-530455,54,4.9
Clean and service,23.7810726,90.4216917,"Ground Floor, 4, Clean and service, 1-Ja Gulshan Badda Link Rd, Dhaka 1212",01711-663506,116,4.9
Clean and service,23.7558998,90.3909781,"Ground Floor, 4, Clean and service, 1-Ja Gulshan Badda Link Rd, Dhaka 1212",01711-663506,116,4.9
super clean bd,23.8160833,90.4324194,"super clean bd, House 295, Road No. 5, Dhaka 1213",01921-530455,54,4.9
Diamond shine cleaning service.,23.7931582,90.4036516,"Diamond shine cleaning service., 49 Rd No 17, Dhaka 1213",01712-762893,56,4.8
NASAH Professional Cleaning,23.8018276,90.4234433,"House 4, NASAH Professional Cleaning, 6 Rd Number 9, Dhaka 1212",01894-988488,17,5.0
Pest Control Dhaka & Safe Cleaning Service BD,23.7834271,90.426105,"Pest Control Dhaka & Safe Cleaning Service BD, Hossain Market, House-17,2nd floor, cha#74, Dhaka 1212",01911-204891,26,5.0
Quick Knock Pest Control,23.7901837,90.4037532,"Quick Knock Pest Control, 57 Rd 04, Dhaka 1212",01714-103777,2,5.0
Fast cleaning service bd,23.821323,90.4228003,"Fast cleaning service bd, 124/k kuratoli, Dhaka",01638-111281,18,5.0
Sofa cleaning BD,23.7936784,90.4053664,"Sofa cleaning BD, Dhaka 1213",01629-791161,10,5.0
MBM-Munshi Bangladesh Limited,23.8071505,90.4254729,"MBM-Munshi Bangladesh Limited, 415 (AP House), Nayanagar, Cocacola Rd, Dhaka 1212",01979-522500,26,3.9
Kitchen Hood Service XYZ,23.7756275,90.4267123,"Kitchen Hood Service XYZ, House-22, Road-4 DIT Project, Dhaka 1212",01742-514289,5,4.4
DCS ORGANIZATION LTD.,23.7987171,90.4246777,"5th floor, DCS ORGANIZATION LTD., House 11, Road 01 Baridhara J Block, Dhaka 1212",01783-877630,29,4.0
"At Your Service (AYS) Ltd. Security Guard, Cleaning, FMS",23.7817362,90.4163841,"At Your Service (AYS) Ltd. Security Guard, Cleaning, FMS, UDAY Tower, Gulshan Ave, Dhaka 1212",01730-745530,15,5.0
Home Cleaning Expert BD,23.7899097,90.4113582,"House 232, Home Cleaning Expert BD, Road No. 5, Dhaka 1213",01785-663131,4,5.0
BD CLEAN SERVICE,23.7813081,90.4163114,"BD CLEAN SERVICE, Gha-59,Shahjadpur, Dhaka 1212",01930-447737,3,5.0
Jogaan,23.7899855,90.4036334,"Jogaan, Road 08, Block F, Dhaka 1213",09614-777888,26,4.4
kDhaka.com,23.7797727,90.4160701,"Shop-5, kDhaka.com, Abir General Store, DNCC Bazar, Dhaka 1212",01811-124659,22,4.9
ONLINE WORLD BD,23.8119607,90.4235749,"ONLINE WORLD BD, Ka-6 Havelly Complex, Jagannathpur, Vatara, main road, Dhaka 1229",01793-314871,2,5.0
Sopno Online Shop,23.7849214,90.3978464,"Sopno Online Shop, Dhaka 1212",01841-231555,1,5.0
NiBO online shop,23.7921129,90.427635,"QCRH+R3R NiBO online shop, Khilbarir Tek Rd, Dhaka 1212",01715-181463,2,5.0
Apnar Bazar.Com,23.8118912,90.4227352,"KA-11, Apnar Bazar.Com, 2/A Bashundhara Main Road, Dhaka 1229",09638-021904,7,5.0
Khaas Food Gulshan | Best Natural and Safe Grocery Store,23.7915026,90.4225271,"Khaas Food Gulshan | Best Natural and Safe Grocery Store, Tower, 4 C Gazi Ln, Dhaka 1212",01730-715059,357,4.2
Khaas Food Gulshan | Best Natural and Safe Grocery Store,23.7886655,90.4161661,"Khaas Food Gulshan | Best Natural and Safe Grocery Store, Tower, 4 C Gazi Ln, Dhaka 1212",01730-715059,357,4.2
Daily Shopping - Uttor Badda,23.7812492,90.4214561,"Daily Shopping - Uttor Badda, H - Cha-63/2 North Badda, Dhaka, 1212, Dhaka 1212",01704-140895,68,4.4
Chaldal.com Delivery Warehouse,23.8061272,90.4314149,"RC4J+FH3 Chaldal.com Delivery Warehouse, Dhaka",01881-234567,123,4.0
Khaas Food - Badda | Best Natural and Safe Grocery Store,23.7733472,90.426662,"Khaas Food - Badda | Best Natural and Safe Grocery Store, House#14 Rd No 11, Dhaka 1212",01730-715053,61,4.1
Unimart Gulshan 2,23.7960944,90.4149315,"House No. 23, Unimart Gulshan 2, Gulshan Centre Point, 26 Rd 90, Dhaka 1212",01955-550000,11038,4.5
HungryNaki,23.7808405,90.419689,"HungryNaki, Asfia Tower, House - 76 Rd No. 11, Dhaka 1213",01311-903450,300,3.4
Jogaan,23.7899855,90.4036334,"Jogaan, Road 08, Block F, Dhaka 1213",09614-777888,26,4.4
Sonar Courier Service Ltd.,23.7815425,90.4000746,"1st. Floor, Sonar Courier Service Ltd., 2 Bir Uttam AK Khandakar Road, Dhaka 1212",01711-521460,71,3.9
Chaldal.com Delivery Warehouse,23.8061272,90.4314149,"RC4J+FH3 Chaldal.com Delivery Warehouse, Dhaka",01881-234567,123,4.0
Stygen Online Gift Shop,23.773213,90.4120106,"Level-2, Stygen Online Gift Shop, House: 65, Road: 03, Block: B, Dhaka 1213",01971-971520,157,4.6
Tiffinbox,23.7918771,90.4031899,"QCR3+Q74 Tiffinbox, Rd No 13A, Dhaka 1212",01708-132132,39,3.8
SR SHOP Online BD,23.7838156,90.4227316,"QCMF+G3H SR SHOP Online BD, Dhaka 1212",09611-760760,1,5.0
Daraz.com.bd,23.7795442,90.4164619,"Daraz.com.bd, Daraz Bangladesh Limited HQ Asfia Tower Level 11 House: 76, Block: E, Rd 11, Dhaka 1213",09610-096111,187,3.4
Pizza Hut Banani,23.7913006,90.4017486,"House no 50, Pizza Hut Banani, Police Station, Ground floor, Block C Road No. 11, Dhaka 1213",09613-999777,Moderately expensive,
Unimart Gulshan 2,23.7960944,90.4149315,"House No. 23, Unimart Gulshan 2, Gulshan Centre Point, 26 Rd 90, Dhaka 1212",01955-550000,11038,4.5
Pizza Hut Gulshan 1,23.7763347,90.4167458,"Pizza Hut Gulshan 1, Road #140 SEF -1 Bir Uttam Mir Shawkat Ali Sarak New Road Rangs RD Square, Dhaka 1212",09613-888111,Moderately expensive,
Pizza Hut Gulshan 1,23.741938,90.4083918,"Pizza Hut Gulshan 1, Road #140 SEF -1 Bir Uttam Mir Shawkat Ali Sarak New Road Rangs RD Square, Dhaka 1212",09613-888111,Moderately expensive,
KFC Bashundhara,23.8122483,90.424193,"KFC Bashundhara, Ka-5/2, Jagannathpur, Adept NR Complex, 1st Floor, Bashundhara Rd, Dhaka",09613-666666,Moderately expensive,
KFC Bashundhara,23.7752765,90.4158494,"KFC Bashundhara, Ka-5/2, Jagannathpur, Adept NR Complex, 1st Floor, Bashundhara Rd, Dhaka",09613-666666,Moderately expensive,
Star Kabab & Restaurant,23.7932198,90.4028846,"Star Kabab & Restaurant, House-15 Rd no. 17, Block- C, Dhaka 1213",01795-201347,Moderately expensive,
Star Kabab & Restaurant,23.7886938,90.4161263,"Star Kabab & Restaurant, House-15 Rd no. 17, Block- C, Dhaka 1213",01795-201347,Moderately expensive,
Star Kabab & Restaurant,23.7952144,90.4146463,"Star Kabab & Restaurant, House-15 Rd no. 17, Block- C, Dhaka 1213",01795-201347,Moderately expensive,
Miniso Banani,23.7419929,90.4099252,"Ground Floor), Block G, Miniso Banani, South Breeze Center, House 5, Road No. 11, Dhaka 1213",02-58153722,1792,4.3
Miniso Banani,23.7523309,90.3754868,"Ground Floor), Block G, Miniso Banani, South Breeze Center, House 5, Road No. 11, Dhaka 1213",02-58153722,1792,4.3
KHAZANA,23.7887098,90.4178564,"KHAZANA, Plot#41 Rd 113, Dhaka 1212",01711-476379,647,4.3
Star Tech Ltd. Progati Sarani Branch,23.7882421,90.4248761,"Star Tech Ltd. Progati Sarani Branch, BTI Premier Plaza, Bir Uttam Rafiqul Islam Ave, Dhaka 1212",09678-002003,1012,4.3
ResCard Reliable Healthcare Services,23.7848239,90.3979456,"5th Floor, ResCard Reliable Healthcare Services, House # 194 Lane No 1, Dhaka 1212",01829-992008,2,5.0
Clara Care Services Ltd - Head Office | Home Nursing & Patient Care Service Bangladesh | Nanny Service BD,23.8127158,90.4210042,"Clara Care Services Ltd - Head Office | Home Nursing & Patient Care Service Bangladesh | Nanny Service BD, Ka-24, A-Mazid Tower, 7 Floor, Pragati Sarani Road(Opposite Jamuna Future Park), Dhaka 1229",01938-881110,50,4.9
HEALTHx BD,23.774515,90.4149751,"Level 5, House 26, HEALTHx BD, Road 2 Block L, Dhaka 1212",01571-016461,7,4.9
CareLit Limited Homecare,23.7846544,90.4188182,"CareLit Limited Homecare, House 15 Rd 124, Dhaka 1212",01985-222237,1,5.0
plexusd,23.8019655,90.4233786,"plexusd, Dhaka 1229",01313-096661,15,4.6
Take Care Limited,23.815623,90.4121894,"Take Care Limited, House:103 Northern Rd, Dhaka 1206",01827-370397,3,5.0
Maxcure Healthcare LTD,23.7652316,90.426198,"3rd floor, Maxcure Healthcare LTD, House 369 Road 6, Dhaka 1206",01827-370397,3,5.0
AmarLab,23.7917868,90.4210422,"2 Level 3, AmarLab, House 15 Rd 105, Dhaka 1212",01879-443333,9,4.1
Nursing Home Care BD,23.797326,90.4243175,"Nursing Home Care BD, House-2, Block-A, Vatara, Gulshan, Dhaka-1212, 1212",01719-661366,26,4.7
Nursing Home Care BD,23.797326,90.4243175,"Nursing Home Care BD, House-2, Block-A, Vatara, Gulshan, Dhaka-1212, 1212",01719-661366,26,4.7
Health Bondhu Limited,23.779914,90.4260563,"Health Bondhu Limited, Nurjahan Villa, Suite # A6, House # Sha-22, Gulshan Badda Link Rd, Dhaka 1212",01301-239163,24,5.0
MAISHA CARE LTD.,23.7980036,90.4218312,"MAISHA CARE LTD., Ka/4 Nadda, Dhaka 1212",01718-930914,29,4.7
My Doctors Limited,23.7750735,90.4132459,"My Doctors Limited, BRAC Kumon Limited (Head Office), Niketon Bridge, Road No. 1, Dhaka 1212",01929-331133,1,5.0
Familydoctors bd,23.7945219,90.4250337,"Familydoctors bd, Japan School Road, Baridhara J Block Rd, Dhaka 1212",01756-221122,3,5.0
Familydoctors bd,23.7972242,90.4361113,"Familydoctors bd, Japan School Road, Baridhara J Block Rd, Dhaka 1212",01756-221122,3,5.0
Cancer Home,23.780395,90.408091,"Cancer Home, 53 Mohakhali, oposite TB gate water tank., Dhaka 1212",02-9861111,3,3.7
Praava Health,23.7933545,90.4023838,"Praava Health, Plot 9 Rd No 17, Dhaka 1212",09666-710648,1089,4.4
Saalth’s Care,23.7867077,90.4146132,"Saalth’s Care, House 16 Rd 33, Dhaka 1212",01639-194789,1,5.0
"Dr Batra's Homeopathy Clinic, Banani",23.7904476,90.4081293,"Dr Batra's Homeopathy Clinic, Banani, House: 116, Road: 11 Block - E, B&B Empire, Banani, Dhaka 1213",01810-001555,27,4.6
"Dr Batra's Homeopathy Clinic, Banani",23.7904476,90.4081293,"Dr Batra's Homeopathy Clinic, Banani, House: 116, Road: 11 Block - E, B&B Empire, Banani, Dhaka 1213",01810-001555,27,4.6
Dr Md Jobayer Hossain,23.7928655,90.4079712,"Dr Md Jobayer Hossain, House no 35, Road No 17, opposite Banani Kachabazar, Dhaka 1212",01742-983629,12,5.0
Medical Directory Bangladesh | Doctors Directory Bangladesh |,23.788687,90.416153,"Medical Directory Bangladesh | Doctors Directory Bangladesh |, RM Center, (2nd Flooar),, 101 Gulshan Ave, Dhaka 1212, Bangladesh, Dhaka 1212",01611-336825,21,4.4
Dr M A Wahab,23.8073318,90.4200635,"Dr M A Wahab, House 3 Road No. 12, Dhaka 1212",02-58814671,59,4.3
"Dr Batra's Homeopathy Clinic, Banani",23.7820426,90.4158483,"Dr Batra's Homeopathy Clinic, Banani, House: 116, Road: 11 Block - E, B&B Empire, Banani, Dhaka 1213",01810-001555,27,4.6
"Dr Nizam Medical Centre, Niketan Branch",23.7747047,90.4117653,"Block A, Dr Nizam Medical Centre, Niketan Branch, House 151, Niketan Rd 4, Dhaka 1212",01977-717922,1,5.0
Dhaka Pain & Spine Center,23.7928468,90.4081547,"Dhaka Pain & Spine Center, Road:17; Block: E ; Banani House 35, Flat: A3 Dhaka, 1213",01733-888388,19,4.2
Family Pharma & Doctor's Chamber,23.7922526,90.4307107,"Family Pharma & Doctor's Chamber, 1105, Purbo Kilbarirtek, Dhaka 1212",01915-384443,1,5.0
"Professor Dr. SMG Kibria - General Vascular, Laparoscopic Surgeon",23.8020474,90.4167155,"Professor Dr. SMG Kibria - General Vascular, Laparoscopic Surgeon, Lake View Poly Clinic, House: 05 Road No: 79, Dhaka 1212",01799-336622,89,4.9
Dr. M Fardil Hossain - Proctologist | Piles | Fissure | Fistula | Phimosis | Circumcision | Hernia | Hydrocele | Gall Stone,23.7570839,90.4092856,"House no 09, Dr. M Fardil Hossain - Proctologist | Piles | Fissure | Fistula | Phimosis | Circumcision | Hernia | Hydrocele | Gall Stone, 40 Gareeb-e-Nawaz Ave, Dhaka 1230",01799-336622,89,4.9
Dr. M Fardil Hossain - Proctologist | Piles | Fissure | Fistula | Phimosis | Circumcision | Hernia | Hydrocele | Gall Stone,23.7652316,90.426198,"House no 09, Dr. M Fardil Hossain - Proctologist | Piles | Fissure | Fistula | Phimosis | Circumcision | Hernia | Hydrocele | Gall Stone, 40 Gareeb-e-Nawaz Ave, Dhaka 1230",01799-336622,89,4.9
BIHS (BIRDEM) Gulshan,23.7908155,90.4198395,"BIHS (BIRDEM) Gulshan, 23B Rd 112, Dhaka 1212",01762-093815,1,5.0
BIHS (BIRDEM) Gulshan,23.786665,90.4146665,"BIHS (BIRDEM) Gulshan, 23B Rd 112, Dhaka 1212",01762-093815,1,5.0
ASH SHIFA HEALTHCARE,23.8112793,90.4275199,"ASH SHIFA HEALTHCARE, House 159, Road 3, Block A, Dhaka",01984-554779,2,5.0
Family Health Practice,23.8013112,90.4193528,"Family Health Practice, Gate, 2 Rd No.3, Dhaka 1212",01713-396770,5,4.2
Family Health Practice,23.7991587,90.4286094,"Family Health Practice, Gate, 2 Rd No.3, Dhaka 1212",01713-396770,5,4.2
Ruma's Kitchen Home Made,23.8036582,90.4298629,"Ruma's Kitchen Home Made, House No-3, Muktijodhdha Siraj Road, Sarkar Bari, Dhaka 1212",01708-415717,4,4.8
Ruma's Kitchen Home Made,23.7778654,90.4162872,"Ruma's Kitchen Home Made, House No-3, Muktijodhdha Siraj Road, Sarkar Bari, Dhaka 1212",01708-415717,4,4.8
PIZZA VIRUS,23.8090535,90.4153305,"PIZZA VIRUS, Ka-100, Poschimpara, Kalachandpur Main Road, Dhaka 1212",01737-075602,10,4.6
PIZZA VIRUS,23.795867,90.4150407,"PIZZA VIRUS, Ka-100, Poschimpara, Kalachandpur Main Road, Dhaka 1212",01737-075602,10,4.6
KNACK,23.7804304,90.4022018,"KNACK, Dhaka 1212",01303-960229,15,4.2
Nopur Home Kitchen,23.7948444,90.4264436,"Nopur Home Kitchen, End of Sundorbon currier service, House 32, 3rd floor, Somotasarok, Nurerchala, Road, Vatara 1212",01595-532060,5,5.0
Cheez Banani,23.7927561,90.4081902,"2nd Floor, Cheez Banani, House 37 Rd 12, Dhaka 1213",01316-195220,Moderately expensive,
Chhip Food Bd,23.7923046,90.4222524,"Chhip Food Bd, 06 Rd No 31, Dhaka 1205",01321-180272,1,1.0
Lunar Cloud BD,23.8002546,90.4245826,"Plot-56, Floor, Lunar Cloud BD, 6 Baridhara J Block, Dhaka 1212",01759-432003,1,5.0
BeautyBuyBD Badda,23.788237,90.4248636,"BeautyBuyBD Badda, BTI Premier Plaza, Bir Uttam Rafiqul Islam Ave, Dhaka 1212",01581-762126,9,5.0
A to z zone,23.7834271,90.426105,"A to z zone, Hossain Market, Dhaka 1212",01977-269164,12,5.0
Girlco,23.7889456,90.413933,"Girlco, Road no. 35, Dhaka 1212",01409-993140,18,4.9
beautybdshop.com,23.7920508,90.4049243,"Block # D, (1st, beautybdshop.com, House #49 Road No. 13, Dhaka 1213",01712-027525,1,5.0
beautybdshop.com,23.7482509,90.3989602,"Block # D, (1st, beautybdshop.com, House #49 Road No. 13, Dhaka 1213",01712-027525,1,5.0
Anvi Store,23.8104362,90.4125216,"RC67+52C Anvi Store, Dhaka",01780-520426,2,5.0
