place_name,latitude,longitude,address,phone_number,review_count,ratings
Nopur Home Kitchen,23.7948444,90.4264436,"Nopur Home Kitchen, End of Sundorbon currier service, House 32, 3rd floor, Somotasarok, Nurerchala, Road, Vatara 1212",01595-532060,5,5.0
Cheez Banani,23.7927561,90.4081902,"2nd Floor, Cheez Banani, House 37 Rd 12, Dhaka 1213",01316-195220,Moderately expensive,
Chhip Food Bd,23.7923046,90.4222524,"Chhip Food Bd, 06 Rd No 31, Dhaka 1205",01321-180272,1,1.0
Lunar Cloud BD,23.8002546,90.4245826,"Plot-56, Floor, Lunar Cloud BD, 6 Baridhara J Block, Dhaka 1212",01759-432003,1,5.0
BeautyBuyBD Badda,23.788237,90.4248636,"BeautyBuyBD Badda, BTI Premier Plaza, Bir Uttam Rafiqul Islam Ave, Dhaka 1212",01581-762126,9,5.0
A to z zone,23.7834271,90.426105,"A to z zone, Hossain Market, Dhaka 1212",01977-269164,12,5.0
Girlco,23.7889456,90.413933,"Girlco, Road no. 35, Dhaka 1212",01409-993140,18,4.9
Stylish-UP your Style,23.7738688,90.4121315,"Stylish-UP your Style, 2 Road No. 2, Dhaka 1205",01712-892979,1,5.0
beautybdshop.com,23.7920508,90.4049243,"Block # D, (1st, beautybdshop.com, House #49 Road No. 13, Dhaka 1213",01712-027525,1,5.0
beautybdshop.com,23.7482509,90.3989602,"Block # D, (1st, beautybdshop.com, House #49 Road No. 13, Dhaka 1213",01712-027525,1,5.0
Beautyliven.com,23.7618196,90.43309,"Beautyliven.com, Road#3 House#38, Block#D 3rd floor, Dhaka 1219",01777-235235,7,4.0
Goodies deal Banani 11,23.7902049,90.4103019,"House 76/A, Goodies deal Banani 11, Rd No. 11, Dhaka 1213",01886-935971,3,2.3
Lavishta,23.7728458,90.4113065,"1 APT 4B, Lavishta, House 37, Block D Rd 6, Dhaka 1212",01601-234012,11,5.0
World Brand BD Ltd.,23.7751459,90.4253375,"World Brand BD Ltd., Kha-200/C, Jaira Complex, Hazi Solim Uddin Lane,Middle Badda, Beside Canadian International University, Dhaka 1212",01974-963939,1,5.0
Peony Organics,23.7645809,90.4214716,"Peony Organics, 375 DIT Rd, Dhaka 1212",01959-595700,2,5.0
BDFairs,23.7632471,90.4310372,"BDFairs, House #3, Road #20, Dhaka 1212",01708-408857,22,4.4
Manidise,23.7805662,90.4109388,"8th Floor, Manidise, Gulshan Bhaban, Plot 355 Bir Uttam AK Khandakar Rd, Dhaka 1212",01841-114884,1,5.0
Redhul,23.7639549,90.425396,"A Block, house, Redhul, 01, 5/1 Road No. 2, Dhaka 1219",01518-459595,1,5.0
Provati Enterprise,23.7801445,90.4150258,"Shop-62, Provati Enterprise, D.N.C.C Market, Gulshan Circle-1, Dhaka 1212",01924-555227,3,5.0
Beauty Face Japan,23.7828677,90.3979686,"3rd Floor, Beauty Face Japan, Faisal Tower, 27 North C/A, Dhaka 1212",01324-432818,9,4.2
Rushi's Collection,23.7809166,90.4168005,"Rushi's Collection, 50/1 Gulshan Ave, Dhaka 1212",01911-119709,4,4.3
pblmart.com,23.7942671,90.4133525,"13, pblmart.com, A/2 Kemal Ataturk Ave, Dhaka 1212",01313-467200,1,5.0
Stylehaat.com,23.7613306,90.4360385,"Stylehaat.com, Road#3 House#38, Block#D 3rd floor, Dhaka 1219",09638-200400,27,4.1
Adil Cosmetics,23.7813545,90.4215467,"Adil Cosmetics, 11 Rd No 6, Dhaka 1212",01726-682262,2,4.5
Cosmetics Food bd,23.7799565,90.4160339,"Cosmetics Food bd, Dhaka Gulshan 1 Shopping Centre Complex 1st Floor 88 no shop Dhaka, 1212",01841-114844,1,5.0
Sugar Cosmetics Bangladesh,23.7838891,90.4159079,"House no.25, Sugar Cosmetics Bangladesh, Rd 24, Dhaka 1212",01718-029159,1,5.0
Sugar Cosmetics Bangladesh,23.7899604,90.4135279,"House no.25, Sugar Cosmetics Bangladesh, Rd 24, Dhaka 1212",01718-029159,1,5.0
The Beauty Mall,23.7908689,90.4060067,"Ground floor, House No- 68, The Beauty Mall, Block - D Rd 10, Dhaka 1212",01309-000470,89,4.9
The Beauty Mall,23.7882224,90.4241908,"Ground floor, House No- 68, The Beauty Mall, Block - D Rd 10, Dhaka 1212",01309-000470,89,4.9
Baby motif,23.7582288,90.4414506,"Baby motif, 2no, Dhaka 1212",01872-650843,4,3.5
Best Top Beauty,23.7828293,90.4255908,"Best Top Beauty, 225 Bir Uttam Rafiqul Islam Ave, Dhaka 1212",01784-351325,5,5.0
A1 Traders,23.7789646,90.3964261,"A1 Traders, A1 Traders, SKS Tower shop No-50 (Ground Floor)7 VIP Road, Dhaka",01745-026623,1,5.0
A1 Traders,23.7581028,90.441143,"A1 Traders, A1 Traders, SKS Tower shop No-50 (Ground Floor)7 VIP Road, Dhaka",01745-026623,1,5.0
Nazifa Cosmetics and watch,23.7606215,90.4317609,"Nazifa Cosmetics and watch, shop 38/39, Block#D, Dhaka, 1205",01679-681729,2,4.5
Police Plaza Concord Shopping Mall,23.7731167,90.4205744,"Police Plaza Concord Shopping Mall, Dhaka 1212",01934-555111,11221,4.2
Extraglam Cosmetics,23.7882684,90.4248711,"Extraglam Cosmetics, Premier Shopping Mall, Shop no: 18/C, Ground Floor, Dhaka",01973-355735,6,5.0
Aaj Kinbo,23.7831875,90.4262444,"Cha-56, Aaj Kinbo, Dhaka 1212",01908-898994,2,5.0
Rainbow Perfume & Cosmetics,23.7923472,90.4158634,"Rainbow Perfume & Cosmetics, Plot no 15, Pink City Shopping Complex, Gulshan Avenue, Gulshan- 2, Dhaka 1212",02-8881568,2,2.0
TBH - Tisha's Beauty Hub,23.8139199,90.4234353,"Lift 7, TBH - Tisha's Beauty Hub, House 118, Road 11, Block E, Dhaka 1212",01686-902284,24,4.3
London Cosmetics BD,23.7625617,90.4306291,"Silicon West Wood, Road No. 3, Dhaka",01842-565575,24,4.0
Rm Cosmetics & variety store,23.7358582,90.3860161,"Rm Cosmetics & variety store, Dhaka 1212",01842-565575,24,4.0
Thailand Unlimited By Jennifer,23.7923819,90.4158318,"Thailand Unlimited By Jennifer, Gulshan Pink City Shopping Center, Gulshan Ave, Dhaka 1212",01863-712373,6,5.0
Thailand Unlimited By Jennifer,23.7510185,90.391773,"Thailand Unlimited By Jennifer, Gulshan Pink City Shopping Center, Gulshan Ave, Dhaka 1212",01863-712373,6,5.0
Thailand Unlimited By Jennifer,23.7514008,90.3907187,"Thailand Unlimited By Jennifer, Gulshan Pink City Shopping Center, Gulshan Ave, Dhaka 1212",01863-712373,6,5.0
Thailand Unlimited By Jennifer,23.79116,90.4027647,"Thailand Unlimited By Jennifer, Gulshan Pink City Shopping Center, Gulshan Ave, Dhaka 1212",01863-712373,6,5.0
Thailand Unlimited By Jennifer,23.7729016,90.4159807,"Thailand Unlimited By Jennifer, Gulshan Pink City Shopping Center, Gulshan Ave, Dhaka 1212",01863-712373,6,5.0
Raisa International Symphony Showroom,23.7313278,90.4166205,"Block-D, Raisa International Symphony Showroom, House-1 Rd No:- 7, Dhaka 1219",01911-311333,30,3.2
Raisa International Symphony Showroom,23.7313278,90.4166205,"Block-D, Raisa International Symphony Showroom, House-1 Rd No:- 7, Dhaka 1219",01911-311333,30,3.2
Madani Traders,23.7804482,90.4145656,"QCJ7+5RG Madani Traders, DNCC Market, Gulshan-1, Dhaka 1212",01922-656222,61,4.8
